,Zip Code,Venue ID,Venue Name,Venue Category,Venue Lat,Venue Long
973,19134,4d41f0e6aed776eb1bb86997,Domino's Pizza,Pizza Place,39.99243878961336,-75.10048019949461
974,19134,4e4e2911bd4101d0d7a3a581,Taco Bell,Fast Food Restaurant,39.99249267578125,-75.09800720214844
975,19134,4bd8c67fe914a5933d7c54fa,IHOP,American Restaurant,39.99217114039244,-75.10007589459403
976,19134,4c6a85f8c946e21e4ddaec8e,Dunkin',Donut Shop,39.99612264972522,-75.0928692519351
977,19134,4d8d2743d4ec8cfabcb75289,One Pound Cheese Steak,American Restaurant,39.98977539009226,-75.12537943434114
978,19134,4b6997aff964a520cda82be3,Boston Market,American Restaurant,39.99464517632344,-75.09525412566063
979,19134,4cb716b386e09eb0dcac62e2,Dunkin',Donut Shop,39.99591759615822,-75.11250809991316
980,19134,4c9fd24c8afca09377ac0d16,4 Sons Pizzeria,Pizza Place,39.995715000000004,-75.114395
981,19134,4ec9493f0aaf9c3cce79c5a6,Pizza Villagio Cafe,Pizza Place,39.98542641549984,-75.10709763855222
982,19135,4a6b776cf964a520b9ce1fe3,Joe's Steaks + Soda Shop,Sandwich Place,40.01839918227719,-75.0579683219458
983,19135,4c6814cae1da1b8d16229fc3,Primo Hoagies,Sandwich Place,40.03096570577236,-75.05482427316565
984,19135,4b6881d9f964a520c87c2be3,Montesini Pizza,Pizza Place,40.029629886345084,-75.05805537322485
985,19135,4c122cdc77cea5937081cc60,Haegele's Bakery,Bakery,40.02634399635262,-75.0571560432868
986,19135,4bb1280ff964a520217f3ce3,Philomena Santucci's Square Pizza,Pizza Place,40.03616546525635,-75.04050036374656
987,19135,4b36487bf964a520273225e3,Gino's Pizza Cafe,Pizza Place,40.03746,-75.03978
988,19135,4c2b4489d1a10f47659ff764,Little Pete's Steaks,Sandwich Place,40.02025727780189,-75.042350933734
989,19135,4c4322176c1a95212ffeb96a,Marinucci's Deli,Deli / Bodega,40.041513952989305,-75.05405253938112
990,19135,4acbd3f1f964a520e5c720e3,Sweet Lucy's Smokehouse,BBQ Joint,40.02849972696057,-75.0271025754256
991,19135,59985f2f4a7aae363a99b517,Factory Donuts,Donut Shop,40.03511934342539,-75.04454730177986
992,19135,54567ac2498ecfacfe494cc6,Oteris Italian Bakery,Bakery,40.03889465332031,-75.03556060791016
993,19135,4bdb30a42a3a0f47ded8adb6,Philly Pretzel Factory,Snack Place,40.0377718025392,-75.03821940075663
994,19135,4bbe06028a4fb71386b43d9d,Fink's Hoagies,Sandwich Place,40.028395222296965,-75.03918371744557
995,19135,4d45c1f614aa8cfa64c1753d,The Athenian,Diner,40.025851,-75.044021
996,19135,4c21894daa8e9c740941f4d4,Original Boston Style Pizza,Pizza Place,40.02912097794087,-75.05639718260763
997,19135,4ea5a2dcb8f7e4911ff61298,House Of Thai,Asian Restaurant,40.03735640147217,-75.04202493962205
998,19135,4ae629bff964a52040a521e3,Tony's Place,Pizza Place,40.02841683043446,-75.05910196510753
999,19135,4c2e99a709a99c74ef9b0a2a,Jack's Place,Deli / Bodega,40.028166999999996,-75.035804
1000,19135,4bddbaa5e75c0f47b65dc503,Boston Market,American Restaurant,40.03558705653434,-75.0711464881897
1001,19135,4cb716c186e09eb0feac62e2,Dunkin',Donut Shop,40.021551871703,-75.0511263438658
1002,19135,4c091eb86071a593ab4ddd32,Renzi's Pizzeria,Pizza Place,40.02981498905855,-75.06256986251223
1003,19135,4bb93d517421a5939aa6c240,Dunkin',Donut Shop,40.03119886847196,-75.05468864542104
1004,19135,4c7c475a48c6236a0e586111,Aya Asian Fusion,Sushi Restaurant,40.03711129088808,-75.04001244935688
1005,19135,4c505c451886c9b625e39328,Drougie's Pizza,Pizza Place,40.036854999999996,-75.041454
1006,19135,4e0b969062848063afc3f5c9,Emma's Cafe,Italian Restaurant,40.036819,-75.039974
1007,19135,4c4ddf5adb2c20a1d98a8b73,SUBWAY,Sandwich Place,40.02795794559676,-75.06218536601773
1008,19135,4f4477fa19836ed001945257,De Nofa's Homemade Sausage,Deli / Bodega,40.026721420410325,-75.04191168976554
1009,19135,4bccea91cc8cd13aaadbc1cf,Greenman's Deli,Deli / Bodega,40.030010295828326,-75.06499147393274
1010,19135,4bf423af98ac0f4720a363a8,Spanish Island,Latin American Restaurant,40.03486251466855,-75.06611164440096
1011,19135,4c7446a52db5236ad1e2b979,McDonald's,Fast Food Restaurant,40.02232965069261,-75.0507590174675
1012,19135,4a109ab2f964a520e7761fe3,Mayfair Diner,Diner,40.037437,-75.03815
1013,19135,563e48dbcd10c5b6aaacbed4,Tony Luke's,Restaurant,40.032157,-75.05248900000001
1014,19135,561abfd7498ec636c66e1cbe,Papa John's Pizza,Pizza Place,40.03483489271471,-75.0660679067459
1015,19135,5422180f498e5a33dace9d5a,Little Caesars Pizza,Pizza Place,40.034258790865145,-75.03883694826058
1016,19135,4b8c5cdcf964a520e3cc32e3,Red Robin Diner,Diner,40.02851663960232,-75.05848511450168
1017,19135,4f53bdfbe4b002a743b5b930,Pho Le Lai,Asian Restaurant,40.041499628331785,-75.05452332022725
1018,19135,53375103498e2879f79dc1cd,Pagano's Steaks & Shakes,Sandwich Place,40.02062880144116,-75.05411880063158
1019,19135,4cd8286c2a87a143525aab09,Non-Stop Pizza & Grille,Pizza Place,40.022232,-75.04726
1020,19135,4cfc254120fe3704ea3658f8,Quality Pizza,Pizza Place,40.019527000000004,-75.05611
1021,19135,4c1d1b1efcf8c9b63031ab0b,J&O Grocery Store,Deli / Bodega,40.022417,-75.058486
1022,19135,4cb476f139458cfa27fb20a0,Marino's Deli,American Restaurant,40.018062088002715,-75.05561895604677
1023,19136,4bb561d346d4a5932704c5c0,Al's Corner Deli and Catering Services,Deli / Bodega,40.0353105,-75.0255189
1024,19136,4c2e58803896e21e6417e290,Holmesburg Bakery,Bakery,40.041239004137104,-75.02851479652328
1025,19136,4be48c87bcef2d7f5fb602e5,Dunkin',Donut Shop,40.03875193882323,-75.03620684372112
1026,19136,4c543d3e4623be9a760974f2,Dunkin',Donut Shop,40.057264746273944,-75.02944345279599
1027,19136,4c434b4e5faf76b023e94820,Dunkin',Donut Shop,40.05097244968013,-75.01010598676834
1028,19136,4b6cb09bf964a520724c2ce3,Tuscany Ristorante,Italian Restaurant,40.05704824111185,-75.04773279189685
1029,19136,4ce1d7a0c4f6a35d8b9cdd6c,Number 1 China,Chinese Restaurant,40.048249528363236,-75.01272983120317
1030,19136,4d472fbd1ed56dcbf532ce54,China Express,Chinese Restaurant,40.049392,-75.012361
1031,19137,4befecaed4f70f47ad46390f,Dunkin',Donut Shop,40.0135603,-75.0679571
1032,19137,4e4e250dbd4101d0d7a3495f,KFC,Fried Chicken Joint,39.99406084999589,-75.09497403663886
1033,19137,4c0d4c39c700c9b6b132a2dd,Sonic Drive-In,Fast Food Restaurant,39.9983286275457,-75.0938192162174
1034,19137,4af756d7f964a520890822e3,McDonald's,Fast Food Restaurant,39.99460189859843,-75.09368143512347
1035,19137,4cffd2fcf7b38cfa6fa0cbc3,Hecker's,Deli / Bodega,39.98976405691189,-75.09397935368824
1036,19137,4bdb55093904a593c6dc499e,Bonks Crabs,Sushi Restaurant,39.988151412821836,-75.09271336854592
1037,19137,4c5e13b785a1e21e69775b11,3 Bros. Pizza & Pasta,Pizza Place,39.9877901383015,-75.09954940205402
