,ID,Name,Zip,Lat,Long,Rating,Delivery,Price Tier,Price,Credit Cards,Outdoor Seating,Reservations,Brunch,Dinner,Lunch,Beer,Breakfast,Music,Happy Hour,Full Bar,Cocktails,Dessert,Wi-Fi,Wine,Jukebox,Public Lot,Restroom,Wheelchair Accessible,TVs,No,BYO,Take-out,Street Parking,Private Lot,Live Music,Valet Parking,Private Room,ATM,Tasting Menu
185,5162f759e4b02b32f94f60c4,Smiley's Cafe,19127,40.025492204179315,-75.22249512318979,8.0,True,2.0,$$,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,52e066cb498e6d30252c4b01,Insomnia Cookies,19127,40.025054984899086,-75.22262487733431,8.9,True,1.0,$,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,4e6954c818508885f6193510,Lucky's Last Chance,19127,40.02627280871978,-75.2255920094606,8.5,False,2.0,$$,Yes (incl. American Express),No,,Brunch,Dinner,Lunch,Beer,,,Happy Hour,Full Bar,Cocktails,,Yes,,,,,,,,,,,,,,,,
188,58e2d48ff63c54423edce7b3,SOMO Manayunk,19127,40.0249665559515,-75.22232850421007,8.3,True,3.0,$$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,4cf1601ab3662c0fdb4c7830,Laxmi's Indian Grille,19127,40.026324520823714,-75.22573902170284,7.3,True,2.0,$$,Yes (incl. Discover & Visa),No,Yes,,,,,,No,,,,,,,,,,,,,,,Street,,,,,,
190,4a92d601f964a520d91d20e3,Winnie's Manayunk,19127,40.02486754006332,-75.22223422536108,8.1,False,2.0,$$,Yes (incl. American Express),Yes,Yes,Brunch,Dinner,Lunch,Beer,,,,Full Bar,Cocktails,,,,,,,,,,,,,,,,,,
191,50089857e4b00cbfbefe1c36,Yanako,19127,40.024787588365996,-75.22160024625965,7.0,True,3.0,$$$,Yes,Yes,Yes,,Dinner,,,,,,,,,,,,,,,,,,,,,,,,,
192,49fc5f10f964a520996e1fe3,The Couch Tomato Café,19127,40.0247731,-75.22131619999999,8.7,True,2.0,$$,Yes (incl. American Express),Yes,Yes,Brunch,Dinner,Lunch,Beer,,,,,,,Yes,,,,,,,,,,,,,,,,
193,4e9b4990722edf21e2c71f30,The Couch Tomato Bistro,19127,40.02466297874437,-75.22134222904128,9.0,False,3.0,$$$,Yes (incl. Discover & Visa),Yes,Yes,Brunch,Dinner,Lunch,Beer,,,Happy Hour,Full Bar,Cocktails,,No,Wine,,,,,,,,,,,,Valet,,,
194,54f9c5ae498e2f420f9cddb9,Greg's Kitchen,19127,40.026710222598815,-75.2266564380499,7.6,True,1.0,$,,No,,Brunch,,,,Breakfast,,,,,,,,,,,,,,,,,,,,,,
195,53d27c21498ef47767c223c7,Union Taco,19127,40.02427842476546,-75.22094699222305,7.0,False,1.0,$,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,4ab90560f964a520b37d20e3,Riverside Pizza,19127,40.0240280182151,-75.22062481636779,6.9,True,1.0,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,4bff05f54e5d0f47b28e7d1f,Sugar Philly Dessert Truck,19127,40.027008101321094,-75.21804794431328,7.1,False,1.0,$,Yes (incl. Discover & Visa),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,4b4fb05df964a520041127e3,Mike's Pizza,19127,40.02241262392,-75.21857897623492,6.9,True,1.0,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,4b5200d4f964a520956027e3,Siam Express,19127,40.029908,-75.218775,6.8,False,2.0,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,4bf938d3b182c9b6638d785a,Marciano's Bakery,19127,40.03083380971465,-75.23028478213506,8.1,False,2.0,$$,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,40b28c80f964a520d5f91ee3,Adobe Cafe,19127,40.0343805716533,-75.21925831459981,7.4,True,2.0,$$,Yes (incl. American Express),Yes,Yes,Brunch,Dinner,,,,,Happy Hour,Full Bar,Cocktails,,,,,,,,,,,,,,Live Music,,,,
202,4c01adad27dcc9286afae052,La Collina Ristorante,19127,40.024412291275254,-75.23573389472995,6.7,False,3.0,$$$,Yes (incl. American Express & MasterCard),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,4b7c1910f964a520c37c2fe3,Primo Hoagies,19127,40.03248278514633,-75.21443031779097,7.6,True,1.0,$,Yes (incl. American Express),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,4b8b1bb7f964a5204c9332e3,Zesto Pizza,19127,40.032169010467236,-75.21400014049588,7.7,True,1.0,$,Yes (incl. Discover & MasterCard),No,No,,Dinner,,,,,,,,,,,,,,,,,,,,,,,,,
205,4b68d1e4f964a520988e2be3,Papa John's Pizza,19127,40.03200915286937,-75.21331935099903,7.1,True,1.0,$,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,4b798ea5f964a5203f012fe3,Bob's Diner,19127,40.032919,-75.21426,7.2,False,1.0,$,No,No,No,Brunch,,Lunch,,Breakfast,,,,,,,,,,,,,,,,,,,,,,
207,54996aae498ef56f91847f35,Taylor's Cafe,19127,40.03439113736668,-75.21638063745445,8.0,False,2.0,$$,Yes,,,Brunch,,Lunch,,Breakfast,,,,,,,,,,,,,,,,,,,,,,
208,4f74a80ae4b006a67e12e6de,Dream House Asian Bistro,19127,40.034351951793894,-75.21604176624462,6.8,True,2.0,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,4b5868eff964a520785628e3,Subway,19127,40.03433659648716,-75.2159225321635,6.8,False,1.0,$,Yes (incl. NFC Payments),No,,Brunch,Dinner,Lunch,,,,,,,,,,,,,,,,,,,,,,,,
210,511ef62de4b09c463e377b9e,Laxmi's Indian Grille,19129,40.012879999999996,-75.190158,7.2,False,2.0,$$,Yes,No,Yes,,Dinner,,,,,,,,Dessert,,,,,,,,,,,Street,,,,,,
211,4e13856c88777cd5da2c1b78,Fiorino Cucina Italiano,19129,40.00989163161497,-75.19047450022948,7.8,True,2.0,$$,Yes (incl. Discover & MasterCard),,Yes,,,Lunch,,,,,,,,,,,,,,,,BYO,,,,,,,,
212,4c1189c217002d7f9073e609,Frank's Pizza,19129,40.01313,-75.19421,7.3,True,1.0,$,Yes (incl. Visa & MasterCard),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,4c3669fa18e72d7fa0d514f5,Golden Crust III,19129,40.009040029422415,-75.19376001612271,7.8,True,1.0,$,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,4bd640d3cfa7b713536427da,Shan Chuan,19129,40.00922,-75.19407,8.0,False,2.0,$$,Yes (incl. Discover & Visa),No,Yes,,,,,,,,Full Bar,,,,,,,,,,,,,,,,,,,
215,5a73bcea82644476feeba7c1,Le Bus East Falls,19129,40.00893258921812,-75.19384009560822,8.1,False,3.0,$$$,,,,Brunch,Dinner,Lunch,,Breakfast,,,,,,,,,,,,,,,,,,,,,,
216,4b96d15bf964a5209ce634e3,Major Wing Lee Grocery Market,19129,40.008783809821296,-75.19402866276643,7.1,True,1.0,$,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,57be21f1498ed94e626c12c5,Foghorn,19129,40.008938863703705,-75.1942776288331,7.6,True,1.0,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,4de253c5d22d2a4ecdc2767a,Trolley Car Cafe,19129,40.007467619477836,-75.19140578660512,6.9,False,1.0,$,Yes (incl. Discover & Visa),Yes,No,Brunch,,Lunch,,Breakfast,,,,,,Yes,,,,,,,,,,,,,,,,
219,4ee695672c5b5fc6ce66f389,In Riva,19129,40.00777774573194,-75.19234900876033,8.5,False,3.0,$$$,Yes (incl. Discover & Visa),Yes,,Brunch,Dinner,Lunch,Beer,,,Happy Hour,Full Bar,Cocktails,,,Wine,,,,,,,,,,,,,,,
