,Zip,ID,Name,Category,Lat,Long
0,19112,59666a2164c8e166fd70c996,Bar Amis,Italian Restaurant,39.89662491763111,-75.17551254494923
1,19112,5812976e38fabbd0109df490,Shake Shack,Burger Joint,39.90125,-75.171985
2,19112,5126439be8895a09e35c4290,Tony Luke's,Sandwich Place,39.90130858574735,-75.17201900482178
3,19112,4bc209d874a9a5933f9cd2f6,Chickie's & Pete's,Fast Food Restaurant,39.90119580515075,-75.17185748757643
4,19112,4b5c5724f964a520a02b29e3,Cadillac Grille,Restaurant,39.90172528909823,-75.17212480404326
5,19112,555dd4bd498e7ac834ebbef9,Mercer Cafe at The Navy Yard,Pizza Place,39.89017935015437,-75.1772538387765
6,19112,4bc4fa5be58e95216447c9e1,CURE Insurance Club,Restaurant,39.901341878934595,-75.17100487506127
7,19112,4b12d462f964a520fe8e23e3,Chickie's & Pete's,Fast Food Restaurant,39.90071597768347,-75.16751289367676
8,19112,5125af9e39507c01fc10be78,Tony Luke's,Sandwich Place,39.900995821018974,-75.16727685928345
9,19112,4f752e63e4b0b8451ccc664b,Chickie's & Pete's,Snack Place,39.90431510051693,-75.16936107141642
10,19112,5ca15f45e1f0aa002cefb5cc,Shake Shack,Burger Joint,39.904797,-75.167145
11,19112,4c3c93e57d002d7f5e9bae18,Tastycake Factory,Bakery,39.89879780906343,-75.19496756317179
12,19112,51562457e4b0fa0f8170b23e,Federal Donuts,Donut Shop,39.906360125016064,-75.16770498124629
13,19112,4bcf83beb221c9b63935d2d0,Bull's BBQ,BBQ Joint,39.90678544847841,-75.16770057933881
14,19112,4bf95a388d30d13aac080218,Harry the K's Broadcast Bar & Grille,American Restaurant,39.90647722766655,-75.16704082489014
15,19112,4e19d464fa761946459e458d,Tony Luke's,Sandwich Place,39.9068984842772,-75.16661722751272
16,19112,4bf303f2c440c9b631740104,Campo's,Sandwich Place,39.906756056655716,-75.16596918678889
17,19112,5a22dc6e06fb60470b5f4ef7,Dunkin',Donut Shop,39.910216999999996,-75.186947
18,19112,4b92996af964a520710834e3,Termini Bros,Bakery,39.911408729162325,-75.1753421141613
19,19112,4e73830cb993272e5231bc0b,Pastificio,Deli / Bodega,39.911403961878875,-75.17500198221143
20,19112,4adb9f66f964a5207a2921e3,Celebre's,Pizza Place,39.91160681403437,-75.17521149640358
21,19112,4bbe86f0ba9776b09de9fdc8,Popi's Restaurant,Italian Restaurant,39.91167832805587,-75.18256780489956
22,19112,4a90dacff964a5209f1920e3,Penrose Diner,Diner,39.912320306606055,-75.18299451040096
23,19112,4b01e73cf964a520664622e3,Talk Of The Town,Sandwich Place,39.912665302241344,-75.17276604953547
24,19112,4c784d5f3badb1f75d684b54,Samuels & Sons Seafood Co.,Seafood Restaurant,39.90412669396587,-75.1589404835358
25,19112,4ca0ceea8afca0930b011616,T&N Sandwich Shoppe,Sandwich Place,39.914402,-75.178126
26,19112,4c0957c5009a0f47ae9ae7bf,City Pizza,Pizza Place,39.91709100566702,-75.1748219479249
27,19112,4bc75e0615a7ef3bdf4379da,P & S Italian Specialties,Deli / Bodega,39.917309,-75.177127
28,19112,4e849c066da10afb2adab728,Mike's Lunch Truck,Food Truck,39.90279476302367,-75.15250015951477
29,19112,4c612f77de6920a1b3a29764,Oregon Express,Breakfast Spot,39.916311393010226,-75.16712637982636
30,19115,4c1d2a48eac020a1ddc247c2,Andonio's Diner,Diner,40.0853993706215,-75.04739627732562
31,19115,4c4dc7241b8e1b8dbacb2c26,Judah Mediterranean Grill,Mediterranean Restaurant,40.0856219058616,-75.04551760864976
32,19115,55abe495498ec31d61554333,Ateethi,Indian Restaurant,40.08666787014,-75.04521454669637
33,19115,4ad12fcbf964a5205add20e3,Taste Queen,Chinese Restaurant,40.086797610511766,-75.04460993851566
34,19115,4bf84e8f5ec320a1e68c88d3,Steve Stein's Famous Deli,Deli / Bodega,40.08706289818344,-75.04447442795792
35,19115,5490bad1498e9b626a31fcc2,Little Caesars Pizza,Pizza Place,40.08602,-75.03921
36,19115,4c361a063849c9280374bbb1,Slack's Hoagie Shack,Sandwich Place,40.08760869230212,-75.03946698665835
37,19115,4c953a3538dd8cfa35d7d062,Perkins Restaurant & Bakery,American Restaurant,40.08695132420417,-75.03904849290848
38,19115,4cf06277899c6ea8ad63eac1,Shish Kabob Palace,Middle Eastern Restaurant,40.086832442687715,-75.03892669251098
